qseqid	sseqid	qstart	qend	sstart	send	evalue	score
gi|290752391|emb|CBH40362.1|	gi|290752668|emb|CBH40641.1|	186	309	438	573	6.78e-04	84
gi|290752391|emb|CBH40362.1|	gi|290752668|emb|CBH40641.1|	229	292	829	894	0.041	69
gi|290752391|emb|CBH40362.1|	gi|290752668|emb|CBH40641.1|	27	62	624	661	0.60	59
gi|290752391|emb|CBH40362.1|	gi|290752668|emb|CBH40641.1|	27	53	17	43	0.77	58
gi|290752391|emb|CBH40362.1|	gi|290752649|emb|CBH40622.1|	39	83	555	600	0.095	66
gi|290752391|emb|CBH40362.1|	gi|290752379|emb|CBH40350.1|	33	100	495	563	0.10	65
gi|290752391|emb|CBH40362.1|	gi|290752484|emb|CBH40456.1|	38	58	39	59	0.76	58
gi|290752391|emb|CBH40362.1|	gi|290752860|emb|CBH40835.1|	18	122	219	348	0.85	58
gi|290752391|emb|CBH40362.1|	gi|290753010|emb|CBH40986.1|	26	60	27	61	0.87	58
gi|290752391|emb|CBH40362.1|	gi|290752400|emb|CBH40371.1|	222	324	584	687	0.87	58
gi|290752391|emb|CBH40362.1|	gi|290753082|emb|CBH41058.1|	119	183	1433	1499	0.90	58
gi|290752391|emb|CBH40362.1|	gi|290753007|emb|CBH40983.1|	39	55	2	18	1.1	56
gi|290752391|emb|CBH40362.1|	gi|290752602|emb|CBH40574.1|	33	58	25	50	1.3	54
gi|290752391|emb|CBH40362.1|	gi|290752845|emb|CBH40820.1|	16	62	41	91	1.3	56
gi|290752391|emb|CBH40362.1|	gi|290752470|emb|CBH40442.1|	41	59	152	170	1.9	54
gi|290752391|emb|CBH40362.1|	gi|290752427|emb|CBH40398.1|	137	186	122	187	4.2	52
gi|290752391|emb|CBH40362.1|	gi|290752698|emb|CBH40672.1|	37	53	24	40	4.4	52
gi|290752391|emb|CBH40362.1|	gi|290752292|emb|CBH40263.1|	246	353	4	91	4.9	51
gi|290752391|emb|CBH40362.1|	gi|290752413|emb|CBH40384.1|	83	114	68	99	5.5	50
gi|290752391|emb|CBH40362.1|	gi|290753083|emb|CBH41059.1|	40	59	235	254	6.3	50
gi|290752391|emb|CBH40362.1|	gi|290753063|emb|CBH41039.1|	76	99	32	55	8.0	48
gi|290752391|emb|CBH40362.1|	gi|290752948|emb|CBH40923.1|	44	58	472	486	9.8	49
gi|290752392|emb|CBH40363.1|	gi|290752392|emb|CBH40363.1|	1	278	1	278	0.0	1417
gi|290752392|emb|CBH40363.1|	gi|290752301|emb|CBH40272.1|	61	136	147	226	6.20e-04	80
gi|290752392|emb|CBH40363.1|	gi|290752393|emb|CBH40364.1|	67	189	68	191	0.003	75
gi|290752392|emb|CBH40363.1|	gi|290752367|emb|CBH40338.1|	132	154	150	172	0.92	54
gi|290752392|emb|CBH40363.1|	gi|290752771|emb|CBH40746.1|	228	278	57	111	2.7	51
gi|290752393|emb|CBH40364.1|	gi|290752393|emb|CBH40364.1|	1	297	1	297	0.0	1541
gi|290752393|emb|CBH40364.1|	gi|290752392|emb|CBH40363.1|	68	191	67	189	0.003	75
gi|290752393|emb|CBH40364.1|	gi|290752987|emb|CBH40963.1|	154	193	200	238	0.31	59
gi|290752393|emb|CBH40364.1|	gi|290752375|emb|CBH40346.1|	71	129	23	79	0.59	55
gi|290752393|emb|CBH40364.1|	gi|290752410|emb|CBH40381.1|	111	134	338	361	1.3	54
gi|290752393|emb|CBH40364.1|	gi|290752330|emb|CBH40301.1|	183	229	1299	1341	3.3	51
gi|290752393|emb|CBH40364.1|	gi|290752754|emb|CBH40729.1|	178	229	662	713	3.4	51
gi|290752393|emb|CBH40364.1|	gi|290753082|emb|CBH41058.1|	160	188	2534	2562	3.9	50
gi|290752393|emb|CBH40364.1|	gi|290753082|emb|CBH41058.1|	25	58	2500	2533	5.0	49
gi|290752393|emb|CBH40364.1|	gi|290752893|emb|CBH40868.1|	91	254	132	290	4.2	50
gi|290752393|emb|CBH40364.1|	gi|290752911|emb|CBH40886.1|	200	223	2176	2199	4.9	50
gi|290752393|emb|CBH40364.1|	gi|290752493|emb|CBH40465.1|	12	96	186	272	6.4	48
gi|290752393|emb|CBH40364.1|	gi|290752748|emb|CBH40723.1|	123	151	81	108	9.2	47
gi|290752394|emb|CBH40365.1|	gi|290752394|emb|CBH40365.1|	1	633	1	633	0.0	3332
gi|290752394|emb|CBH40365.1|	gi|290752330|emb|CBH40301.1|	164	275	777	876	2.5	55
gi|290752394|emb|CBH40365.1|	gi|290752701|emb|CBH40675.1|	102	175	335	415	9.3	50
gi|290752394|emb|CBH40365.1|	gi|290753082|emb|CBH41058.1|	465	501	1273	1315	9.3	51
gi|290752395|emb|CBH40366.1|	gi|290752395|emb|CBH40366.1|	1	66	1	66	7.81e-47	347
gi|290752395|emb|CBH40366.1|	gi|290752763|emb|CBH40738.1|	11	28	506	523	2.7	42
gi|290752395|emb|CBH40366.1|	gi|290752539|emb|CBH40511.1|	1	29	138	165	3.1	42
gi|290752395|emb|CBH40366.1|	gi|290752898|emb|CBH40873.1|	16	42	47	73	5.8	40
gi|290752395|emb|CBH40366.1|	gi|290752345|emb|CBH40316.1|	22	36	12	25	7.4	39
gi|290752396|emb|CBH40367.1|	gi|290752396|emb|CBH40367.1|	1	542	1	542	0.0	2768
gi|290752396|emb|CBH40367.1|	gi|290752426|emb|CBH40397.1|	301	391	129	222	0.32	61
gi|290752396|emb|CBH40367.1|	gi|290752592|emb|CBH40564.1|	16	56	263	303	1.5	56
gi|290752396|emb|CBH40367.1|	gi|290752439|emb|CBH40410.1|	2	83	128	203	3.0	54
gi|290752396|emb|CBH40367.1|	gi|290752410|emb|CBH40381.1|	296	364	460	520	3.9	53
gi|290752396|emb|CBH40367.1|	gi|290752924|emb|CBH40899.1|	123	149	456	482	5.5	52
gi|290752396|emb|CBH40367.1|	gi|290752734|emb|CBH40709.1|	123	149	456	482	5.5	52
gi|290752396|emb|CBH40367.1|	gi|290752556|emb|CBH40528.1|	123	149	456	482	5.5	52
gi|290752396|emb|CBH40367.1|	gi|290752622|emb|CBH40595.1|	456	534	192	270	6.1	51
gi|290752396|emb|CBH40367.1|	gi|290752593|emb|CBH40565.1|	275	323	12	60	8.6	50
gi|290752396|emb|CBH40367.1|	gi|290752912|emb|CBH40887.1|	492	535	627	670	9.0	50
gi|290752396|emb|CBH40367.1|	gi|290752303|emb|CBH40274.1|	392	417	670	695	9.8	50
gi|290752397|emb|CBH40368.1|	gi|290752397|emb|CBH40368.1|	1	378	1	378	0.0	1980
gi|290752397|emb|CBH40368.1|	gi|290752680|emb|CBH40653.1|	172	195	11	34	0.024	69
gi|290752397|emb|CBH40368.1|	gi|290752416|emb|CBH40387.1|	31	102	46	119	0.12	64
gi|290752397|emb|CBH40368.1|	gi|290752479|emb|CBH40451.1|	246	323	272	350	0.34	60
gi|290752397|emb|CBH40368.1|	gi|290752510|emb|CBH40482.1|	257	323	297	364	0.92	56
gi|290752397|emb|CBH40368.1|	gi|290752994|emb|CBH40970.1|	237	327	7	84	2.2	50
gi|290752397|emb|CBH40368.1|	gi|290753057|emb|CBH41033.1|	54	105	20	73	4.0	50
gi|290752397|emb|CBH40368.1|	gi|290753085|emb|CBH41061.1|	58	90	139	171	5.9	49
gi|290752397|emb|CBH40368.1|	gi|290752441|emb|CBH40412.1|	220	246	688	714	6.6	49
gi|290752397|emb|CBH40368.1|	gi|290752911|emb|CBH40886.1|	260	339	858	933	7.2	49
gi|290752397|emb|CBH40368.1|	gi|290752450|emb|CBH40422.1|	284	313	460	486	9.7	48
gi|290752398|emb|CBH40369.1|	gi|290752398|emb|CBH40369.1|	1	92	1	92	2.62e-62	454
gi|290752398|emb|CBH40369.1|	gi|290752893|emb|CBH40868.1|	19	62	524	567	1.0	48
gi|290752398|emb|CBH40369.1|	gi|290752624|emb|CBH40597.1|	20	64	267	317	2.1	46
gi|290752398|emb|CBH40369.1|	gi|290752431|emb|CBH40402.1|	58	70	360	372	2.5	45
gi|290752398|emb|CBH40369.1|	gi|290752911|emb|CBH40886.1|	27	54	1893	1920	4.2	43
gi|290752398|emb|CBH40369.1|	gi|290752281|emb|CBH40252.1|	8	33	486	510	5.5	42
gi|290752398|emb|CBH40369.1|	gi|290752932|emb|CBH40907.1|	18	92	6	79	6.3	42
gi|290752398|emb|CBH40369.1|	gi|290752727|emb|CBH40701.1|	18	92	6	79	6.3	42
gi|290752398|emb|CBH40369.1|	gi|290752547|emb|CBH40519.1|	18	92	6	79	9.8	40
gi|290752399|emb|CBH40370.1|	gi|290752399|emb|CBH40370.1|	1	458	1	458	0.0	2386
gi|290752399|emb|CBH40370.1|	gi|290752974|emb|CBH40950.1|	123	446	56	416	9.99e-61	507
gi|290752399|emb|CBH40370.1|	gi|290752974|emb|CBH40950.1|	175	308	272	429	1.76e-21	225
gi|290752399|emb|CBH40370.1|	gi|290752684|emb|CBH40657.1|	122	288	297	466	4.05e-39	360
gi|290752399|emb|CBH40370.1|	gi|290752684|emb|CBH40657.1|	308	446	335	473	1.40e-31	304
gi|290752399|emb|CBH40370.1|	gi|290753064|emb|CBH41040.1|	123	302	124	308	3.17e-37	338
gi|290752399|emb|CBH40370.1|	gi|290753064|emb|CBH41040.1|	284	447	161	328	1.17e-26	262
gi|290752399|emb|CBH40370.1|	gi|290752286|emb|CBH40257.1|	148	333	284	468	7.47e-35	328
gi|290752399|emb|CBH40370.1|	gi|290752286|emb|CBH40257.1|	249	440	310	475	2.15e-32	310
gi|290752399|emb|CBH40370.1|	gi|290752286|emb|CBH40257.1|	175	284	361	470	1.46e-25	258
gi|290752399|emb|CBH40370.1|	gi|290752286|emb|CBH40257.1|	307	429	292	414	8.41e-22	229
gi|290752399|emb|CBH40370.1|	gi|290752286|emb|CBH40257.1|	157	273	369	484	8.05e-18	197
gi|290752399|emb|CBH40370.1|	gi|290752617|emb|CBH40590.1|	78	305	114	344	6.21e-33	307
gi|290752399|emb|CBH40370.1|	gi|290752617|emb|CBH40590.1|	308	409	217	319	3.21e-23	236
gi|290752399|emb|CBH40370.1|	gi|290752617|emb|CBH40590.1|	326	444	209	329	1.81e-19	207
gi|290752399|emb|CBH40370.1|	gi|290752617|emb|CBH40590.1|	250	359	209	319	1.22e-13	161
gi|290752399|emb|CBH40370.1|	gi|290752289|emb|CBH40260.1|	122	290	253	401	4.49e-27	267
gi|290752399|emb|CBH40370.1|	gi|290752289|emb|CBH40260.1|	307	416	292	401	3.59e-19	206
gi|290752399|emb|CBH40370.1|	gi|290752289|emb|CBH40260.1|	336	429	292	389	1.16e-16	187
gi|290752399|emb|CBH40370.1|	gi|290752289|emb|CBH40260.1|	217	315	296	401	5.46e-16	181
gi|290752399|emb|CBH40370.1|	gi|290752289|emb|CBH40260.1|	232	366	292	401	1.42e-13	162
gi|290752399|emb|CBH40370.1|	gi|290752503|emb|CBH40475.1|	124	259	154	266	2.22e-19	205
gi|290752399|emb|CBH40370.1|	gi|290752503|emb|CBH40475.1|	232	311	189	268	3.53e-14	164
gi|290752399|emb|CBH40370.1|	gi|290752503|emb|CBH40475.1|	334	411	190	267	1.30e-12	152
gi|290752399|emb|CBH40370.1|	gi|290752503|emb|CBH40475.1|	357	428	188	259	4.15e-10	132
gi|290752399|emb|CBH40370.1|	gi|290752503|emb|CBH40475.1|	383	429	189	235	1.58e-05	96
gi|290752399|emb|CBH40370.1|	gi|290752287|emb|CBH40258.1|	366	440	2	76	3.18e-17	175
gi|290752399|emb|CBH40370.1|	gi|290752287|emb|CBH40258.1|	190	263	2	76	8.37e-16	165
gi|290752399|emb|CBH40370.1|	gi|290752287|emb|CBH40258.1|	239	300	1	62	2.09e-15	162
gi|290752399|emb|CBH40370.1|	gi|290752287|emb|CBH40258.1|	214	280	1	67	1.64e-14	155
gi|290752399|emb|CBH40370.1|	gi|290752287|emb|CBH40258.1|	340	406	1	67	2.16e-10	125
gi|290752399|emb|CBH40370.1|	gi|290752287|emb|CBH40258.1|	175	228	12	65	5.67e-10	122
gi|290752399|emb|CBH40370.1|	gi|290752287|emb|CBH40258.1|	314	379	1	65	1.30e-09	119
gi|290752399|emb|CBH40370.1|	gi|290752287|emb|CBH40258.1|	264	355	1	66	1.15e-07	105
gi|290752399|emb|CBH40370.1|	gi|290752287|emb|CBH40258.1|	390	429	1	40	5.89e-05	85
gi|290752399|emb|CBH40370.1|	gi|290752287|emb|CBH40258.1|	157	208	20	71	4.55e-04	78
gi|290752399|emb|CBH40370.1|	gi|290752691|emb|CBH40665.1|	120	232	199	318	2.34e-11	143
gi|290752399|emb|CBH40370.1|	gi|290752691|emb|CBH40665.1|	375	430	256	311	0.004	76
gi|290752399|emb|CBH40370.1|	gi|290752691|emb|CBH40665.1|	231	298	237	305	0.038	68
gi|290752399|emb|CBH40370.1|	gi|290752691|emb|CBH40665.1|	315	376	246	307	0.19	62
gi|290752399|emb|CBH40370.1|	gi|290752691|emb|CBH40665.1|	350	406	256	316	0.31	61
gi|290752399|emb|CBH40370.1|	gi|290752691|emb|CBH40665.1|	400	431	256	287	0.35	60
gi|290752399|emb|CBH40370.1|	gi|290752692|emb|CBH40666.1|	121	204	273	361	3.42e-10	134
gi|290752399|emb|CBH40370.1|	gi|290752692|emb|CBH40666.1|	307	378	313	384	1.68e-06	104
gi|290752399|emb|CBH40370.1|	gi|290752692|emb|CBH40666.1|	249	300	331	382	5.12e-05	92
gi|290752399|emb|CBH40370.1|	gi|290752692|emb|CBH40666.1|	399	449	330	385	2.16e-04	87
gi|290752399|emb|CBH40370.1|	gi|290752692|emb|CBH40666.1|	375	430	331	386	0.001	81
gi|290752399|emb|CBH40370.1|	gi|290752692|emb|CBH40666.1|	349	401	330	382	0.003	77
gi|290752399|emb|CBH40370.1|	gi|290752692|emb|CBH40666.1|	208	275	314	382	0.032	69
gi|290752399|emb|CBH40370.1|	gi|290752692|emb|CBH40666.1|	258	318	314	375	0.53	59
gi|290752399|emb|CBH40370.1|	gi|290752500|emb|CBH40472.1|	41	111	125	196	3.11e-06	102
gi|290752399|emb|CBH40370.1|	gi|290752501|emb|CBH40473.1|	54	122	154	221	4.54e-06	101
gi|290752399|emb|CBH40370.1|	gi|290753033|emb|CBH41009.1|	18	111	49	146	7.80e-06	98
gi|290752399|emb|CBH40370.1|	gi|290752814|emb|CBH40789.1|	18	111	49	146	7.80e-06	98
gi|290752399|emb|CBH40370.1|	gi|290752512|emb|CBH40484.1|	52	107	161	209	1.82e-04	88
gi|290752399|emb|CBH40370.1|	gi|290752512|emb|CBH40484.1|	20	110	40	129	0.003	77
gi|290752399|emb|CBH40370.1|	gi|290752512|emb|CBH40484.1|	34	110	460	551	0.059	67
gi|290752399|emb|CBH40370.1|	gi|290752512|emb|CBH40484.1|	68	107	415	449	0.64	58
gi|290752399|emb|CBH40370.1|	gi|290753043|emb|CBH41019.1|	3	25	34	56	0.041	67
gi|290752399|emb|CBH40370.1|	gi|290752970|emb|CBH40945.1|	83	152	35	104	0.14	64
gi|290752399|emb|CBH40370.1|	gi|290752799|emb|CBH40774.1|	83	152	35	104	0.18	63
gi|290752399|emb|CBH40370.1|	gi|290752419|emb|CBH40390.1|	83	152	35	104	0.18	63
gi|290752399|emb|CBH40370.1|	gi|290753035|emb|CBH41011.1|	20	102	48	139	0.45	59
gi|290752399|emb|CBH40370.1|	gi|290752813|emb|CBH40788.1|	20	102	48	139	0.45	59
gi|290752399|emb|CBH40370.1|	gi|290752353|emb|CBH40324.1|	336	417	4	70	1.4	51
gi|290752399|emb|CBH40370.1|	gi|290752901|emb|CBH40876.1|	4	35	46	79	1.8	55
gi|290752399|emb|CBH40370.1|	gi|290752403|emb|CBH40374.1|	142	184	3	43	4.7	51
gi|290752399|emb|CBH40370.1|	gi|290752592|emb|CBH40564.1|	28	129	328	416	5.2	51
gi|290752399|emb|CBH40370.1|	gi|290752659|emb|CBH40632.1|	184	243	345	402	8.5	49
gi|290752400|emb|CBH40371.1|	gi|290752400|emb|CBH40371.1|	1	810	1	810	0.0	4140
gi|290752400|emb|CBH40371.1|	gi|290752298|emb|CBH40269.1|	573	745	262	444	1.71e-06	107
gi|290752400|emb|CBH40371.1|	gi|290752373|emb|CBH40344.1|	525	735	545	778	1.15e-04	93
gi|290752400|emb|CBH40371.1|	gi|290752299|emb|CBH40270.1|	599	682	253	336	0.002	82
gi|290752400|emb|CBH40371.1|	gi|290752372|emb|CBH40343.1|	570	713	166	304	0.009	76
gi|290752400|emb|CBH40371.1|	gi|290752787|emb|CBH40762.1|	568	690	451	571	0.034	72
gi|290752400|emb|CBH40371.1|	gi|290752453|emb|CBH40425.1|	36	69	37	70	0.46	61
gi|290752400|emb|CBH40371.1|	gi|290752491|emb|CBH40463.1|	552	654	161	272	0.93	59
gi|290752400|emb|CBH40371.1|	gi|290752391|emb|CBH40362.1|	588	687	226	324	1.7	57
gi|290752400|emb|CBH40371.1|	gi|290752858|emb|CBH40833.1|	660	789	257	389	4.7	54
gi|290752400|emb|CBH40371.1|	gi|290752577|emb|CBH40549.1|	678	748	141	203	5.9	53
gi|290752400|emb|CBH40371.1|	gi|290752911|emb|CBH40886.1|	56	113	2481	2551	7.3	52
gi|290752400|emb|CBH40371.1|	gi|290752480|emb|CBH40452.1|	297	454	555	710	7.4	52
gi|290752400|emb|CBH40371.1|	gi|290753017|emb|CBH40993.1|	333	377	66	111	8.8	51
gi|290752400|emb|CBH40371.1|	gi|290752496|emb|CBH40468.1|	630	665	211	254	8.9	51
gi|290752400|emb|CBH40371.1|	gi|290752565|emb|CBH40537.1|	5	78	528	606	9.4	51
gi|290752401|emb|CBH40372.1|	gi|290752401|emb|CBH40372.1|	1	829	1	829	0.0	4382
gi|290752401|emb|CBH40372.1|	gi|290752480|emb|CBH40452.1|	14	695	27	791	1.98e-45	432
gi|290752401|emb|CBH40372.1|	gi|290752650|emb|CBH40623.1|	30	192	29	172	1.06e-11	152
gi|290752401|emb|CBH40372.1|	gi|290752650|emb|CBH40623.1|	397	665	378	692	2.98e-10	140
gi|290752401|emb|CBH40372.1|	gi|290752463|emb|CBH40435.1|	481	602	277	393	1.06e-08	126
gi|290752401|emb|CBH40372.1|	gi|290752463|emb|CBH40435.1|	34	170	2	119	5.52e-05	95
gi|290752401|emb|CBH40372.1|	gi|290752770|emb|CBH40745.1|	43	73	118	148	0.19	65
gi|290752401|emb|CBH40372.1|	gi|290752417|emb|CBH40388.1|	411	435	255	279	0.42	63
gi|290752401|emb|CBH40372.1|	gi|290752604|emb|CBH40576.1|	26	83	61	120	1.7	57
gi|290752401|emb|CBH40372.1|	gi|290752409|emb|CBH40380.1|	597	654	134	192	2.1	56
gi|290752401|emb|CBH40372.1|	gi|290752921|emb|CBH40896.1|	565	631	127	192	2.3	56
gi|290752401|emb|CBH40372.1|	gi|290752737|emb|CBH40712.1|	565	631	127	192	2.3	56
gi|290752401|emb|CBH40372.1|	gi|290752559|emb|CBH40531.1|	565	631	127	192	2.3	56
gi|290752401|emb|CBH40372.1|	gi|290752522|emb|CBH40494.1|	521	565	335	376	2.4	56
gi|290752401|emb|CBH40372.1|	gi|290752948|emb|CBH40923.1|	786	829	277	314	2.4	56
gi|290752401|emb|CBH40372.1|	gi|290752671|emb|CBH40644.1|	693	741	94	148	3.6	54
gi|290752401|emb|CBH40372.1|	gi|290752476|emb|CBH40448.1|	738	800	267	342	3.9	54
gi|290752401|emb|CBH40372.1|	gi|290753078|emb|CBH41054.1|	116	138	270	292	4.6	53
gi|290752401|emb|CBH40372.1|	gi|290752912|emb|CBH40887.1|	567	618	367	418	5.1	54
gi|290752401|emb|CBH40372.1|	gi|290752947|emb|CBH40922.1|	776	795	146	165	5.5	53
gi|290752401|emb|CBH40372.1|	gi|290752334|emb|CBH40305.1|	320	347	7	34	5.6	53
gi|290752401|emb|CBH40372.1|	gi|290752586|emb|CBH40558.1|	306	327	171	192	7.3	51
gi|290752402|emb|CBH40373.1|	gi|290752402|emb|CBH40373.1|	1	286	1	286	0.0	1478
gi|290752402|emb|CBH40373.1|	gi|290752995|emb|CBH40971.1|	20	67	161	207	0.85	54
gi|290752402|emb|CBH40373.1|	gi|290752420|emb|CBH40391.1|	67	97	87	117	1.8	53
gi|290752402|emb|CBH40373.1|	gi|290753020|emb|CBH40996.1|	166	193	56	83	2.6	50
gi|290752402|emb|CBH40373.1|	gi|290752463|emb|CBH40435.1|	258	283	9	42	3.4	50
gi|290752402|emb|CBH40373.1|	gi|290753080|emb|CBH41056.1|	173	197	436	460	3.9	50
gi|290752402|emb|CBH40373.1|	gi|290752604|emb|CBH40576.1|	256	275	74	93	5.4	48
gi|290752402|emb|CBH40373.1|	gi|290753039|emb|CBH41015.1|	87	146	20	78	6.5	47
gi|290752402|emb|CBH40373.1|	gi|290752567|emb|CBH40539.1|	6	29	206	233	6.8	48
gi|290752402|emb|CBH40373.1|	gi|290752924|emb|CBH40899.1|	157	190	419	451	6.9	48
gi|290752402|emb|CBH40373.1|	gi|290752734|emb|CBH40709.1|	157	190	419	451	6.9	48
gi|290752402|emb|CBH40373.1|	gi|290752556|emb|CBH40528.1|	157	190	419	451	6.9	48
gi|290752403|emb|CBH40374.1|	gi|290752403|emb|CBH40374.1|	1	318	1	318	0.0	1634
gi|290752403|emb|CBH40374.1|	gi|290752774|emb|CBH40749.1|	1	312	1	318	2.19e-70	552
gi|290752403|emb|CBH40374.1|	gi|290752573|emb|CBH40545.1|	115	247	284	407	0.28	60
gi|290752403|emb|CBH40374.1|	gi|290752720|emb|CBH40694.1|	47	123	123	187	0.74	57
gi|290752403|emb|CBH40374.1|	gi|290752413|emb|CBH40384.1|	261	279	152	170	0.81	56
gi|290752403|emb|CBH40374.1|	gi|290752405|emb|CBH40376.1|	22	54	44	74	1.0	53
gi|290752403|emb|CBH40374.1|	gi|290752764|emb|CBH40739.1|	20	54	247	283	1.4	54
gi|290752403|emb|CBH40374.1|	gi|290752416|emb|CBH40387.1|	48	91	176	226	1.7	54
gi|290752403|emb|CBH40374.1|	gi|290753086|emb|CBH41062.1|	228	317	64	147	2.3	52
gi|290752403|emb|CBH40374.1|	gi|290752335|emb|CBH40306.1|	247	296	241	291	2.8	51
gi|290752403|emb|CBH40374.1|	gi|290752399|emb|CBH40370.1|	3	43	142	184	3.3	51
gi|290752403|emb|CBH40374.1|	gi|290752296|emb|CBH40267.1|	149	248	240	341	3.5	51
gi|290752403|emb|CBH40374.1|	gi|290752641|emb|CBH40614.1|	261	318	26	83	4.1	49
gi|290752403|emb|CBH40374.1|	gi|290752583|emb|CBH40555.1|	16	95	35	114	5.2	49
gi|290752403|emb|CBH40374.1|	gi|290752911|emb|CBH40886.1|	138	184	998	1045	8.3	48
gi|290752404|emb|CBH40375.1|	gi|290752404|emb|CBH40375.1|	1	397	1	397	0.0	2071
gi|290752404|emb|CBH40375.1|	gi|290752775|emb|CBH40750.1|	4	395	7	395	2.03e-98	753
gi|290752404|emb|CBH40375.1|	gi|290752751|emb|CBH40726.1|	36	79	55	89	0.030	64
gi|290752404|emb|CBH40375.1|	gi|290752566|emb|CBH40538.1|	328	392	546	602	0.23	62
gi|290752404|emb|CBH40375.1|	gi|290752747|emb|CBH40722.1|	54	165	133	250	1.5	55
gi|290752404|emb|CBH40375.1|	gi|290752895|emb|CBH40870.1|	146	202	79	136	2.3	53
gi|290752404|emb|CBH40375.1|	gi|290752777|emb|CBH40752.1|	174	241	224	298	3.2	52
gi|290752404|emb|CBH40375.1|	gi|290752937|emb|CBH40912.1|	327	359	278	310	3.4	52
gi|290752404|emb|CBH40375.1|	gi|290752722|emb|CBH40696.1|	327	359	278	310	3.4	52
gi|290752404|emb|CBH40375.1|	gi|290752542|emb|CBH40514.1|	327	359	278	310	3.4	52
gi|290752404|emb|CBH40375.1|	gi|290752872|emb|CBH40847.1|	251	330	337	420	4.0	51
gi|290752404|emb|CBH40375.1|	gi|290752808|emb|CBH40783.1|	231	263	134	166	4.9	50
gi|290752404|emb|CBH40375.1|	gi|290752906|emb|CBH40881.1|	174	355	101	254	6.0	50
gi|290752404|emb|CBH40375.1|	gi|290752973|emb|CBH40949.1|	62	105	129	176	8.8	48
gi|290752405|emb|CBH40376.1|	gi|290752405|emb|CBH40376.1|	1	140	1	140	4.06e-101	719
gi|290752405|emb|CBH40376.1|	gi|290752340|emb|CBH40311.1|	1	42	1	45	1.16e-04	81
gi|290752405|emb|CBH40376.1|	gi|290752403|emb|CBH40374.1|	44	74	22	54	0.45	53
gi|290752405|emb|CBH40376.1|	gi|290752857|emb|CBH40832.1|	30	129	297	407	1.0	51
gi|290752405|emb|CBH40376.1|	gi|290752330|emb|CBH40301.1|	78	140	388	458	3.6	47
gi|290752405|emb|CBH40376.1|	gi|290752330|emb|CBH40301.1|	13	51	1060	1096	7.0	44
gi|290752405|emb|CBH40376.1|	gi|290752567|emb|CBH40539.1|	4	32	768	796	5.8	45
gi|290752405|emb|CBH40376.1|	gi|290752530|emb|CBH40502.1|	76	126	207	254	5.9	45
gi|290752405|emb|CBH40376.1|	gi|290752690|emb|CBH40664.1|	27	60	273	306	7.8	44
gi|290752405|emb|CBH40376.1|	gi|290752864|emb|CBH40839.1|	73	132	638	703	8.0	44
gi|290752406|emb|CBH40377.1|	gi|290752406|emb|CBH40377.1|	1	194	1	194	1.92e-144	1014
gi|290752406|emb|CBH40377.1|	gi|290752383|emb|CBH40354.1|	20	73	4	60	3.41e-06	95
gi|290752406|emb|CBH40377.1|	gi|290753061|emb|CBH41037.1|	23	144	6	126	2.77e-05	89
gi|290752406|emb|CBH40377.1|	gi|290753061|emb|CBH41037.1|	22	157	173	305	0.003	73
gi|290752406|emb|CBH40377.1|	gi|290752354|emb|CBH40325.1|	21	82	127	188	1.48e-04	82
gi|290752406|emb|CBH40377.1|	gi|290752318|emb|CBH40289.1|	19	58	217	256	6.21e-04	78
gi|290752406|emb|CBH40377.1|	gi|290752267|emb|CBH40238.1|	18	65	150	202	0.005	71
gi|290752406|emb|CBH40377.1|	gi|290753021|emb|CBH40997.1|	23	141	115	223	0.043	64
gi|290752406|emb|CBH40377.1|	gi|290752470|emb|CBH40442.1|	2	74	126	209	0.059	62
gi|290752406|emb|CBH40377.1|	gi|290752632|emb|CBH40605.1|	12	42	141	178	2.6	49
gi|290752406|emb|CBH40377.1|	gi|290752836|emb|CBH40811.1|	168	189	55	76	2.6	47
gi|290752406|emb|CBH40377.1|	gi|290753080|emb|CBH41056.1|	135	194	428	491	3.3	49
gi|290752406|emb|CBH40377.1|	gi|290752526|emb|CBH40498.1|	23	42	35	54	3.3	48
gi|290752406|emb|CBH40377.1|	gi|290752316|emb|CBH40287.1|	32	139	53	162	4.2	47
gi|290752406|emb|CBH40377.1|	gi|290752484|emb|CBH40456.1|	16	48	34	69	4.8	47
gi|290752406|emb|CBH40377.1|	gi|290752579|emb|CBH40551.1|	161	190	399	430	5.0	47
gi|290752406|emb|CBH40377.1|	gi|290752987|emb|CBH40963.1|	4	43	136	173	5.4	46
gi|290752406|emb|CBH40377.1|	gi|290752495|emb|CBH40467.1|	165	189	273	297	6.1	46
gi|290752406|emb|CBH40377.1|	gi|290753050|emb|CBH41026.1|	118	141	332	355	6.4	46
gi|290752406|emb|CBH40377.1|	gi|290752331|emb|CBH40302.1|	25	42	40	57	6.7	46
gi|290752406|emb|CBH40377.1|	gi|290752303|emb|CBH40274.1|	74	108	33	72	8.0	46
gi|290752406|emb|CBH40377.1|	gi|290752706|emb|CBH40680.1|	52	68	204	220	8.9	45
gi|290752407|emb|CBH40378.1|	gi|290752407|emb|CBH40378.1|	1	495	1	495	0.0	2567
gi|290752407|emb|CBH40378.1|	gi|290753044|emb|CBH41020.1|	49	126	175	249	0.38	60
gi|290752407|emb|CBH40378.1|	gi|290752318|emb|CBH40289.1|	90	141	309	357	0.64	59
